Type,Qualifier,Name,Systematic_Name,Chromosome,Start,End
Y_prime_element,,,,chrVIII,556986,562456
ORF,Uncharacterized,,YHR218W,chrVIII,558014,559924
CDS,,,,chrVIII,558014,558615
intron,,,,chrVIII,558616,558714
CDS,,,,chrVIII,558715,559924
ORF,Dubious,,YHR218W-A,chrVIII,559932,560249
CDS,,,,chrVIII,559932,560249
ORF,Uncharacterized,,YHR219W,chrVIII,560173,562047
CDS,,,,chrVIII,560173,562047
ORF,Dubious,,YHR219C-A,chrVIII,561199,561681
CDS,,,,chrVIII,561199,561681
telomeric_repeat,,,,chrVIII,562457,562643
telomere,,,TEL09L,chrIX,1,7784
telomeric_repeat,,,,chrIX,1,77
Y_prime_element,,,,chrIX,78,6948
ORF,Uncharacterized,,YIL177C,chrIX,483,6147
CDS,,,,chrIX,483,4598
ORF,Dubious,,YIL177W-A,chrIX,846,1328
CDS,,,,chrIX,846,1328
intron,,,,chrIX,4599,4986
CDS,,,,chrIX,4987,6147
X_element_combinatorial_repeat,,,,chrIX,6949,7321
X_element,,,,chrIX,7322,7784
ARS,,Autonomously Replicating Sequence,ARS902,chrIX,7470,8793
ORF,Uncharacterized,seriPAUperin,YIL176C,chrIX,8793,9155
CDS,,,,chrIX,8793,9155
pseudogene,,,YIL175W,chrIX,9183,9500
CDS,,,,chrIX,9183,9500
pseudogene,,,YIL174W,chrIX,9469,9696
CDS,,,,chrIX,9469,9696
ORF,Verified,Vps Ten Homolog,YIL173W,chrIX,11492,16141
CDS,,,,chrIX,11492,16141
ARS,,Autonomously Replicating Sequence,ARS904,chrIX,16141,16784
ORF,Verified,IsoMAltase,YIL172C,chrIX,16784,18553
CDS,,,,chrIX,16784,18553
ORF,Dubious,,YIL171W-A,chrIX,18260,18712
CDS,,,,chrIX,18260,18712
pseudogene,,,YIL171W,chrIX,19515,19844
CDS,,,,chrIX,19515,19844
pseudogene,,HeXose Transporter,YIL170W,chrIX,19847,21220
CDS,,,,chrIX,19847,21220
ORF,Verified,Condition Specific Secretion,YIL169C,chrIX,23119,26106
CDS,,,,chrIX,23119,26106
blocked reading frame,,,YIL167W,chrIX,29032,30048
CDS,,,,chrIX,29032,30048
ORF,Verified,SulfOnAte transport,YIL166C,chrIX,30938,32566
CDS,,,,chrIX,30938,32566
ORF,Uncharacterized,,YIL165C,chrIX,33718,34077
CDS,,,,chrIX,33718,34077
ORF,Verified,NITrilase superfamily,YIL164C,chrIX,34087,34686
CDS,,,,chrIX,34087,34686
ORF,Uncharacterized,,YIL163C,chrIX,36899,37252
CDS,,,,chrIX,36899,37252
ORF,Verified,SUCrose,YIL162W,chrIX,37385,38983
CDS,,,,chrIX,37385,38983
ORF,Uncharacterized,,YIL161W,chrIX,39433,40140
CDS,,,,chrIX,39433,40140
ORF,Verified,Peroxisomal Oxoacyl Thiolase,YIL160C,chrIX,40191,41444
CDS,,,,chrIX,40191,41444
ORF,Verified,BNi1 Related,YIL159W,chrIX,41825,45952
CDS,,,,chrIX,41825,45952
ORF,Verified,Altered Inheritance rate of Mitochondria,YIL158W,chrIX,46201,46815
CDS,,,,chrIX,46201,46815
ORF,Verified,Cytochrome Oxidase Assembly,YIL157C,chrIX,46949,47542
CDS,,,,chrIX,46949,47542
ORF,Dubious,,YIL156W-A,chrIX,47292,47693
CDS,,,,chrIX,47292,47693
ORF,Verified,Mitochondrial Class One protein of 8 kDa,YIL156W-B,chrIX,47690,47973
CDS,,,,chrIX,47690,47698
intron,,,,chrIX,47699,47760
CDS,,,,chrIX,47761,47973
ORF,Verified,UBiquitin-specific Protease,YIL156W,chrIX,48091,51306
CDS,,,,chrIX,48091,51306
ORF,Verified,Glycerol UTilization,YIL155C,chrIX,51759,53708
CDS,,,,chrIX,51759,53708
ORF,Verified,Independent of Mitochondrial Particle,YIL154C,chrIX,53981,55021
CDS,,,,chrIX,53981,55021
ORF,Verified,Resistant to Rapamycin Deletion,YIL153W,chrIX,55198,56379
CDS,,,,chrIX,55198,56379
ORF,Uncharacterized,,YIL152W,chrIX,56545,57252
CDS,,,,chrIX,56545,57252
ORF,Verified,EST/SMG-like,YIL151C,chrIX,57338,60694
CDS,,,,chrIX,57338,60694
ORF,Verified,MiniChromosome Maintenance,YIL150C,chrIX,61013,62728
CDS,,,,chrIX,61013,62728
ORF,Verified,Myosin-Like Protein,YIL149C,chrIX,63028,68067
CDS,,,,chrIX,63028,68067
ORF,Verified,Ribosomal Protein of the Large subunit,YIL148W,chrIX,68708,69528
CDS,,,,chrIX,68708,68715
intron,,,,chrIX,68716,69149
CDS,,,,chrIX,69150,69528
ORF,Verified,Synthetic Lethal of N-end rule,YIL147C,chrIX,69791,73453
CDS,,,,chrIX,69791,73453
ARS,,,ARS907,chrIX,73820,73991
ORF,Verified,AuTophaGy related,YIL146C,chrIX,74184,75773
CDS,,,,chrIX,74184,75773
ORF,Verified,PANtothenate biosynthesis,YIL145C,chrIX,76354,77283
CDS,,,,chrIX,76354,77283
ORF,Verified,Nuclear Division Cycle,YIL144W,chrIX,78074,80149
CDS,,,,chrIX,78074,80149
ORF,Verified,Suppressor of Stem-Loop mutation,YIL143C,chrIX,80510,83041
CDS,,,,chrIX,80510,83041
ORF,Dubious,,YIL142C-A,chrIX,83208,83540
CDS,,,,chrIX,83208,83540
ORF,Verified,Chaperonin Containing TCP-1,YIL142W,chrIX,83302,84885
CDS,,,,chrIX,83302,84885
ORF,Dubious,,YIL141W,chrIX,85053,85442
CDS,,,,chrIX,85053,85442
ORF,Verified,AXiaL 2 bud site selection,YIL140W,chrIX,85366,87837
CDS,,,,chrIX,85366,87837
ORF,Verified,REVersionless,YIL139C,chrIX,87979,88716
CDS,,,,chrIX,87979,88716
ORF,Verified,TroPoMyosin,YIL138C,chrIX,89230,89715
CDS,,,,chrIX,89230,89715
ORF,Verified,Translation Machinery Associated,YIL137C,chrIX,89948,92788
CDS,,,,chrIX,89948,92788
ORF,Verified,Outer Membrane,YIL136W,chrIX,93619,94800
CDS,,,,chrIX,93619,94800
ORF,Verified,Viable in a Hal3 Sit4 background,YIL135C,chrIX,95065,96375
CDS,,,,chrIX,95065,96375
ORF,Uncharacterized,,YIL134C-A,chrIX,96522,96725
CDS,,,,chrIX,96522,96725
snoRNA gene,,Small Nucleolar RNA,YNCI0001W,chrIX,97111,97246
noncoding_exon,,,,chrIX,97111,97246
ORF,Verified,FLavin eXchange,YIL134W,chrIX,97395,98330
CDS,,,,chrIX,97395,98330
ORF,Verified,Ribosomal Protein of the Large subunit,YIL133C,chrIX,98527,99416
CDS,,,,chrIX,98527,99095
intron,,,,chrIX,99096,99385
CDS,,,,chrIX,99386,99416
ORF,Verified,Chromosome Segregation in Meiosis,YIL132C,chrIX,99860,100501
CDS,,,,chrIX,99860,100501
ORF,Verified,ForK head Homolog,YIL131C,chrIX,100781,102235
CDS,,,,chrIX,100781,102235
ORF,Verified,Activator of Stress Genes,YIL130W,chrIX,102782,105676
CDS,,,,chrIX,102782,105676
ARS,,,ARS909,chrIX,105870,106053
ORF,Verified,Transcriptional Activator of OCH1,YIL129C,chrIX,106107,113237
CDS,,,,chrIX,106107,113237
ARS,,Autonomously Replicating Sequence,ARS910,chrIX,113237,113806
ORF,Verified,METhionine requiring,YIL128W,chrIX,113806,116904
CDS,,,,chrIX,113806,116904
ORF,Uncharacterized,Regulator of rDNA Transcription,YIL127C,chrIX,117024,117644
CDS,,,,chrIX,117024,117644
ORF,Verified,SNF Two Homolog,YIL126W,chrIX,117992,122071
CDS,,,,chrIX,117992,122071
ORF,Verified,alpha-KetoGlutarate Dehydrogenase,YIL125W,chrIX,122689,125733
CDS,,,,chrIX,122689,125733
ORF,Verified,1-AcyldihYdroxyacetone-phosphate Reductase,YIL124W,chrIX,126204,127097
CDS,,,,chrIX,126204,127097
five_prime_UTR_intron,,,,chrIX,127662,128148
ORF,Verified,Start Independent of Mitosis,YIL123W,chrIX,128151,129581
CDS,,,,chrIX,128151,129581
ORF,Verified,Promoter Of Growth,YIL122W,chrIX,130610,131665
CDS,,,,chrIX,130610,131665
ORF,Verified,QuiniDine Resistance,YIL121W,chrIX,132244,133872
CDS,,,,chrIX,132244,133872
ORF,Verified,QuiniDine Resistance,YIL120W,chrIX,134417,136108
CDS,,,,chrIX,134417,136108
ARS,,,ARS911,chrIX,136098,136338
ARS_consensus_sequence,,,,chrIX,136272,136288
ORF,Verified,Ras-cAMP Pathway Inhibitor,YIL119C,chrIX,136654,137877
CDS,,,,chrIX,136654,137877
ORF,Verified,Ras HOmolog,YIL118W,chrIX,139752,140447
CDS,,,,chrIX,139752,140447
ORF,Verified,Pheromone-Regulated Membrane protein,YIL117C,chrIX,140613,141569
CDS,,,,chrIX,140613,141569
ORF,Verified,HIStidine requiring,YIL116W,chrIX,142928,144085
CDS,,,,chrIX,142928,144085
ORF,Dubious,,YIL115W-A,chrIX,144268,144639
CDS,,,,chrIX,144268,144639
ORF,Verified,NUclear Pore,YIL115C,chrIX,144327,148709
CDS,,,,chrIX,144327,148709
ORF,Verified,PORin,YIL114C,chrIX,149143,149988
CDS,,,,chrIX,149143,149988
ORF,Verified,Stress-inducible Dual specificity Phosphatase,YIL113W,chrIX,150559,151188
CDS,,,,chrIX,150559,151188
ORF,Verified,Hda One Similar,YIL112W,chrIX,151595,154846
CDS,,,,chrIX,151595,154846
ORF,Verified,Cytochrome c OXidase,YIL111W,chrIX,155222,155765
CDS,,,,chrIX,155222,155222
intron,,,,chrIX,155223,155310
CDS,,,,chrIX,155311,155765
ORF,Verified,Histidine Protein Methyltransferase,YIL110W,chrIX,156045,157178
CDS,,,,chrIX,156045,157178
ORF,Verified,SECretory,YIL109C,chrIX,157385,160165
CDS,,,,chrIX,157385,160165
ORF,Verified,,YIL108W,chrIX,160887,162977
CDS,,,,chrIX,160887,162977
ORF,Verified,6-PhosphoFructo-2-Kinase,YIL107C,chrIX,163278,165761
CDS,,,,chrIX,163278,165761
ORF,Verified,Mps One Binder,YIL106W,chrIX,166415,167444
CDS,,,,chrIX,166415,166434
intron,,,,chrIX,166435,166519
CDS,,,,chrIX,166520,167444
ORF,Verified,Synthetic Lethal with Mss4,YIL105C,chrIX,167581,169641
CDS,,,,chrIX,167581,169641
ORF,Uncharacterized,,YIL105W-A,chrIX,167664,167804
CDS,,,,chrIX,167664,167804
ORF,Verified,Small nucleolar RNAs of the box H/ACA family Quantitative accumulation,YIL104C,chrIX,169982,171505
CDS,,,,chrIX,169982,171505
ORF,Verified,DiPHthamide biosynthesis,YIL103W,chrIX,171751,173028
CDS,,,,chrIX,171751,173028
ORF,Uncharacterized,,YIL102C-A,chrIX,173365,173592
CDS,,,,chrIX,173365,173592
ORF,Uncharacterized,,YIL102C,chrIX,174582,174887
CDS,,,,chrIX,174582,174887
tRNA gene,,,YNCI0002W,chrIX,175031,175103
noncoding_exon,,,,chrIX,175031,175103
ARS,,,ARS912,chrIX,175038,175358
ARS_consensus_sequence,,,,chrIX,175170,175186
ORF,Verified,XhoI site-Binding Protein,YIL101C,chrIX,175307,177250
CDS,,,,chrIX,175307,177250
ORF,Dubious,,YIL100C-A,chrIX,177343,177681
CDS,,,,chrIX,177343,177681
ORF,Dubious,,YIL100W,chrIX,177373,177726
CDS,,,,chrIX,177373,177726
ORF,Verified,Sporulation-specific GlycoAmylase,YIL099W,chrIX,178004,179653
CDS,,,,chrIX,178004,179653
ORF,Verified,Formation of Mitochondrial Complexes,YIL098C,chrIX,179772,180239
CDS,,,,chrIX,179772,180239
ORF,Verified,Function required for Yeast Viability,YIL097W,chrIX,180427,181977
CDS,,,,chrIX,180427,181977
ORF,Verified,Base Methyltransferase of Twenty five S rRNA 5,YIL096C,chrIX,182117,183127
CDS,,,,chrIX,182117,183127
tRNA gene,,,YNCI0003C,chrIX,183440,183513
noncoding_exon,,,,chrIX,183440,183513
ORF,Verified,p53 Regulatory Kinase,YIL095W,chrIX,183937,186369
CDS,,,,chrIX,183937,186369
ORF,Verified,LYSine requiring,YIL094C,chrIX,186517,187632
CDS,,,,chrIX,186517,187632
ORF,Verified,Ribosomal Small subunit of Mitochondria,YIL093C,chrIX,187990,188784
CDS,,,,chrIX,187990,188784
ORF,Uncharacterized,,YIL092W,chrIX,189066,190967
CDS,,,,chrIX,189066,190967
ORF,Verified,U Three Protein,YIL091C,chrIX,191030,193195
CDS,,,,chrIX,191030,193195
ORF,Verified,Inheritance of Cortical ER,YIL090W,chrIX,193595,195070
CDS,,,,chrIX,193595,195070
ORF,Verified,,YIL089W,chrIX,195599,196216
CDS,,,,chrIX,195599,196216
long terminal repeat,,,YILCtau1,chrIX,196653,197023
long terminal repeat,,,YILCdelta1,chrIX,197140,197488
tRNA gene,,,YNCI0004W,chrIX,197592,197663
noncoding_exon,,,,chrIX,197592,197663
ORF,Verified,Amino acid Vacuolar Transport,YIL088C,chrIX,197931,199403
CDS,,,,chrIX,197931,199403
ORF,Verified,Altered Inheritance rate of Mitochondria,YIL087C,chrIX,199646,200119
CDS,,,,chrIX,199646,200119
ORF,Uncharacterized,,YIL086C,chrIX,200153,200461
CDS,,,,chrIX,200153,200461
ORF,Verified,Kre Two Related,YIL085C,chrIX,200490,202043
CDS,,,,chrIX,200490,202043
ORF,Verified,Suppressor of Defective Silencing,YIL084C,chrIX,202276,203259
CDS,,,,chrIX,202276,203259
ORF,Verified,Coenzyme A Biosynthesis,YIL083C,chrIX,203556,204653
CDS,,,,chrIX,203556,204653
long terminal repeat,,,YILWsigma1,chrIX,205220,205559
LTR retrotransposon,,,YILWTy3-1,chrIX,205220,210647
ORF,Dubious,,YIL082W,chrIX,205635,206507
CDS,,,,chrIX,205635,206507
transposable element gene,,,YIL082W-A,chrIX,205635,210132
CDS,,,,chrIX,205635,206485
plus_1_translational_frameshift,,,,chrIX,206486,206486
CDS,,,,chrIX,206487,210132
long terminal repeat,,,YILWsigma2,chrIX,210308,210647
tRNA gene,,,YNCI0005W,chrIX,210665,210738
noncoding_exon,,,,chrIX,210665,210738
ORF,Verified,Arginine methyltransferase-Interacting RING finger protein,YIL079C,chrIX,210923,212005
CDS,,,,chrIX,210923,212005
ORF,Verified,THreonyl tRNA Synthetase,YIL078W,chrIX,212499,214703
CDS,,,,chrIX,212499,214703
ARS,,,ARS913,chrIX,214624,214754
ARS_consensus_sequence,,,,chrIX,214732,214748
ORF,Uncharacterized,Respiratory Chain Interacting protein of ~37 kDa,YIL077C,chrIX,214991,215953
CDS,,,,chrIX,214991,215953
ORF,Verified,SECretory,YIL076W,chrIX,216658,217548
CDS,,,,chrIX,216658,217548
ORF,Verified,Regulatory Particle Non-ATPase,YIL075C,chrIX,217863,220700
CDS,,,,chrIX,217863,220700
ORF,Verified,SERine requiring,YIL074C,chrIX,221081,222490
CDS,,,,chrIX,221081,222490
ORF,Verified,SPOrulation,YIL073C,chrIX,222937,225954
CDS,,,,chrIX,222937,225809
intron,,,,chrIX,225810,225899
CDS,,,,chrIX,225900,225954
ORF,Verified,HOmolog Pairing,YIL072W,chrIX,226602,228419
CDS,,,,chrIX,226602,228419
ORF,Dubious,,YIL071W-A,chrIX,228550,229026
CDS,,,,chrIX,228550,229026
ORF,Verified,Proteasome-COP9 signalosome (CSN)-eIF3,YIL071C,chrIX,228660,229994
CDS,,,,chrIX,228660,229994
ORF,Verified,Mitochondrial Acidic Matrix protein,YIL070C,chrIX,230272,231072
CDS,,,,chrIX,230272,231072
ORF,Verified,Ribosomal Protein of the Small subunit,YIL069C,chrIX,231553,232369
CDS,,,,chrIX,231553,231957
intron,,,,chrIX,231958,232366
CDS,,,,chrIX,232367,232369
ORF,Dubious,,YIL068W-A,chrIX,233013,233396
CDS,,,,chrIX,233013,233396
ORF,Verified,SECretory,YIL068C,chrIX,233057,235474
CDS,,,,chrIX,233057,235474
ORF,Uncharacterized,,YIL067C,chrIX,235724,237760
CDS,,,,chrIX,235724,237760
ORF,Dubious,,YIL066W-A,chrIX,237366,237809
CDS,,,,chrIX,237366,237809
ORF,Verified,RiboNucleotide Reductase,YIL066C,chrIX,238099,240708
CDS,,,,chrIX,238099,240708
ORF,Verified,mitochondrial FISsion,YIL065C,chrIX,241308,241775
CDS,,,,chrIX,241308,241775
ORF,Verified,Elongation Factor Methyltransferase,YIL064W,chrIX,241943,242716
CDS,,,,chrIX,241943,242716
ORF,Verified,Yeast Ran Binder,YIL063C,chrIX,242761,243744
CDS,,,,chrIX,242761,243744
ORF,Verified,ARp2/3 Complex subunit,YIL062C,chrIX,243998,244462
CDS,,,,chrIX,243998,244462
ORF,Verified,,YIL061C,chrIX,244657,245559
CDS,,,,chrIX,244657,245559
ARS,,Autonomously Replicating Sequence,ARS923,chrIX,245756,245925
ARS_consensus_sequence,,,,chrIX,245864,245880
long terminal repeat,,,YILWdelta2,chrIX,246220,246552
ORF,Verified,,YIL060W,chrIX,246392,246826
CDS,,,,chrIX,246392,246826
ORF,Dubious,,YIL059C,chrIX,246550,246915
CDS,,,,chrIX,246550,246915
ORF,Dubious,,YIL058W,chrIX,246914,247198
CDS,,,,chrIX,246914,247198
ARS,,,ARS914,chrIX,247705,247760
ARS_consensus_sequence,,,,chrIX,247736,247752
ORF,Verified,Respiratory growth induced,YIL057C,chrIX,247902,248396
CDS,,,,chrIX,247902,248396
ARS,,Autonomously Replicating Sequence,ARS915,chrIX,248396,248850
tRNA gene,,,YNCI0006W,chrIX,248850,248931
noncoding_exon,,,,chrIX,248850,248931
ORF,Verified,VHt1 Regulator,YIL056W,chrIX,249991,251913
CDS,,,,chrIX,249991,251913
ORF,Uncharacterized,,YIL055C,chrIX,252042,253925
CDS,,,,chrIX,252042,253925
ORF,Uncharacterized,,YIL054W,chrIX,254543,254860
CDS,,,,chrIX,254543,254860
ORF,Verified,Glycerol-3-Phosphate Phosphatase,YIL053W,chrIX,255115,255867
CDS,,,,chrIX,255115,255867
ORF,Verified,Ribosomal Protein of the Large subunit,YIL052C,chrIX,256226,257063
CDS,,,,chrIX,256226,256554
intron,,,,chrIX,256555,257026
CDS,,,,chrIX,257027,257063
ORF,Verified,Mitochondrial Matrix Factor,YIL051C,chrIX,257843,258280
CDS,,,,chrIX,257843,258280
ORF,Verified,Pho85 CycLin,YIL050W,chrIX,258913,259770
CDS,,,,chrIX,258913,259770
ORF,Verified,Defective for Filamentous Growth,YIL049W,chrIX,260158,260919
CDS,,,,chrIX,260158,260919
ORF,Verified,NEOmycin-resistance,YIL048W,chrIX,261437,264892
CDS,,,,chrIX,261437,264892
ORF,Dubious,,YIL047C-A,chrIX,265099,265467
CDS,,,,chrIX,265099,265467
ORF,Verified,Suppressor of Yeast Gpa1,YIL047C,chrIX,265115,267823
CDS,,,,chrIX,265115,267823
ORF,Uncharacterized,,YIL046W-A,chrIX,268309,268473
CDS,,,,chrIX,268309,268473
ORF,Verified,METhionine requiring,YIL046W,chrIX,268651,270573
CDS,,,,chrIX,268651,270573
ORF,Verified,Protein Interacting with Gsy2p,YIL045W,chrIX,271161,272777
CDS,,,,chrIX,271161,272777
ORF,Verified,ArfGAP Effector,YIL044C,chrIX,272950,273846
CDS,,,,chrIX,272950,273846
ORF,Verified,Cytochrome b Reductase,YIL043C,chrIX,274072,274926
CDS,,,,chrIX,274072,274926
ORF,Verified,Protein Kinase of PDH,YIL042C,chrIX,275108,276292
CDS,,,,chrIX,275108,276292
ORF,Verified,Golgi Vesicle Protein,YIL041W,chrIX,276525,277505
CDS,,,,chrIX,276525,277505
ORF,Verified,APical growth revealed by Quantitative morphological analysis,YIL040W,chrIX,277723,278139
CDS,,,,chrIX,277723,278139
ORF,Verified,Trafficking of Emp24p/Erv25p-dependent cargo Disrupted,YIL039W,chrIX,278426,279847
CDS,,,,chrIX,278426,279847
ORF,Verified,Negative On TATA,YIL038C,chrIX,280142,282652
CDS,,,,chrIX,280142,282652
ORF,Verified,Pheromone-Regulated Membrane protein,YIL037C,chrIX,283029,284999
CDS,,,,chrIX,283029,284999
ORF,Verified,Chromosome STability,YIL036W,chrIX,285666,287429
CDS,,,,chrIX,285666,287429
ORF,Verified,Casein Kinase Alpha subunit,YIL035C,chrIX,287790,288908
CDS,,,,chrIX,287790,288908
ORF,Verified,CAPping,YIL034C,chrIX,289226,290089
CDS,,,,chrIX,289226,290089
ORF,Verified,Bypass of CYclic-AMP requirement,YIL033C,chrIX,290419,291669
CDS,,,,chrIX,290419,291669
ORF,Dubious,,YIL032C,chrIX,291961,292317
CDS,,,,chrIX,291961,292317
ORF,Verified,UbL-specific Protease,YIL031W,chrIX,292633,295737
CDS,,,,chrIX,292633,295737
ORF,Dubious,,YIL030W-A,chrIX,295565,295903
CDS,,,,chrIX,295565,295903
ORF,Verified,Suppressor of mrna Stability Mutant,YIL030C,chrIX,296050,300009
CDS,,,,chrIX,296050,300009
ORF,Dubious,,YIL029W-A,chrIX,299735,300106
CDS,,,,chrIX,299735,300106
tRNA gene,,,YNCI0007C,chrIX,300228,300300
noncoding_exon,,,,chrIX,300228,300300
long terminal repeat,,,YILCdelta3,chrIX,300409,300727
ORF,Uncharacterized,Efficient Mitochondria targeting-Associated protein,YIL029C,chrIX,300829,301257
CDS,,,,chrIX,300829,301257
ORF,Dubious,,YIL028W,chrIX,302100,302498
CDS,,,,chrIX,302100,302498
ORF,Verified,ER Membrane protein Complex,YIL027C,chrIX,303679,304104
CDS,,,,chrIX,303679,304104
ORF,Verified,IRRegular cell behavior,YIL026C,chrIX,304477,307929
CDS,,,,chrIX,304477,307929
ORF,Dubious,,YIL025C,chrIX,308201,308575
CDS,,,,chrIX,308201,308575
ORF,Uncharacterized,,YIL024C,chrIX,308602,309171
CDS,,,,chrIX,308602,309171
ORF,Verified,Yeast ortholog of mouse KE4,YIL023C,chrIX,309386,310426
CDS,,,,chrIX,309386,310426
ORF,Verified,Translocase of the Inner Mitochondrial membrane,YIL022W,chrIX,311165,312460
CDS,,,,chrIX,311165,312460
ORF,Verified,RNA Polymerase B,YIL021W,chrIX,312905,313861
CDS,,,,chrIX,312905,313861
ORF,Dubious,,YIL021C-A,chrIX,313199,313468
CDS,,,,chrIX,313199,313468
ORF,Dubious,,YIL020C-A,chrIX,313713,314051
CDS,,,,chrIX,313713,314051
ARS,,Autonomously Replicating Sequence,ARS918,chrIX,313861,314035
ORF,Verified,HIStidine requiring,YIL020C,chrIX,314035,314820
CDS,,,,chrIX,314035,314820
ORF,Verified,Forty (40) S Assembly Factor ,YIL019W,chrIX,315093,316133
CDS,,,,chrIX,315093,316133
ORF,Verified,Ribosomal Protein of the Large subunit,YIL018W,chrIX,316768,317932
CDS,,,,chrIX,316768,316771
intron,,,,chrIX,316772,317171
CDS,,,,chrIX,317172,317932
ORF,Verified,Vacuolar Import and Degradation,YIL017C,chrIX,318200,320965
CDS,,,,chrIX,318200,320965
ORF,Verified,Suppressor of Nup116-C Lethal,YIL016W,chrIX,321454,321933
CDS,,,,chrIX,321454,321933
ORF,Verified,BARrier to the alpha factor response,YIL015W,chrIX,322342,324105
CDS,,,,chrIX,322342,324105
tRNA gene,,,YNCI0008C,chrIX,324303,324374
noncoding_exon,,,,chrIX,324303,324374
long terminal repeat,,,YILWsigma3,chrIX,324391,324734
long terminal repeat,,,YILWdelta4,chrIX,324831,325164
ORF,Uncharacterized,,YIL014C-A,chrIX,325212,325526
CDS,,,,chrIX,325212,325526
tRNA gene,,,YNCI0009W,chrIX,325748,325820
noncoding_exon,,,,chrIX,325748,325820
ORF,Verified,MaNnosylTransferase,YIL014W,chrIX,326103,327995
CDS,,,,chrIX,326103,327995
ORF,Verified,Pleiotropic Drug Resistance,YIL013C,chrIX,328207,332442
CDS,,,,chrIX,328207,332442
ORF,Uncharacterized,,YIL012W,chrIX,333011,333352
CDS,,,,chrIX,333011,333352
ORF,Verified,TIp1-Related,YIL011W,chrIX,333727,334536
CDS,,,,chrIX,333727,334536
ORF,Verified,Disruptor Of Telomeric silencing,YIL010W,chrIX,334882,335529
CDS,,,,chrIX,334882,335529
ORF,Verified,Ever Shorter Telomeres,YIL009C-A,chrIX,335666,336212
CDS,,,,chrIX,335666,335935
plus_1_translational_frameshift,,,,chrIX,335936,335936
CDS,,,,chrIX,335937,336212
tRNA gene,,,YNCI0010C,chrIX,336349,336420
noncoding_exon,,,,chrIX,336349,336420
long terminal repeat,,,YILCdelta5,chrIX,336708,336897
ORF,Verified,Fatty Acid Activation,YIL009W,chrIX,339344,341428
CDS,,,,chrIX,339344,341428
ARS,,,ARS919,chrIX,341976,342045
ORF,Verified,Ubiquitin Related Modifier,YIL008W,chrIX,342536,342835
CDS,,,,chrIX,342536,342835
ORF,Verified,Non-ATPase Subunit,YIL007C,chrIX,342994,343656
CDS,,,,chrIX,342994,343656
ORF,Verified,,YIL006W,chrIX,344062,345183
CDS,,,,chrIX,344062,345183
ORF,Verified,ER-retained Pma1 Suppressing,YIL005W,chrIX,345692,347797
CDS,,,,chrIX,345692,347797
ORF,Verified,Blocked Early in Transport,YIL004C,chrIX,347946,348505
CDS,,,,chrIX,347946,348363
intron,,,,chrIX,348364,348494
CDS,,,,chrIX,348495,348505
ORF,Verified,Cytosolic Fe-S cluster Deficient,YIL003W,chrIX,349122,350003
CDS,,,,chrIX,349122,350003
ORF,Uncharacterized,Cytosolic MIni protein of ~7 kDa,YIL002W-A,chrIX,350301,350510
CDS,,,,chrIX,350301,350510
ORF,Verified,INositol polyphosphate 5-Phosphatase,YIL002C,chrIX,350591,353431
CDS,,,,chrIX,350591,353431
ORF,Uncharacterized,,YIL001W,chrIX,353940,355481
CDS,,,,chrIX,353940,355481
centromere,,,CEN9,chrIX,355629,355745
centromere_DNA_Element_I,,,,chrIX,355629,355638
centromere_DNA_Element_II,,,,chrIX,355639,355720
centromere_DNA_Element_III,,,,chrIX,355721,355745
ORF,Verified,Slower Growth on Non-fermentable carbon sources,YIR001C,chrIX,356143,356895
CDS,,,,chrIX,356143,356895
ARS,,,ARS920,chrIX,357160,357396
ARS_consensus_sequence,,,,chrIX,357222,357238
ORF,Verified,Mutator PHenotype,YIR002C,chrIX,357415,360396
CDS,,,,chrIX,357415,360396
ORF,Verified,Altered Inheritance rate of Mitochondria,YIR003W,chrIX,360885,362924
CDS,,,,chrIX,360885,362924
ARS,,Autonomously Replicating Sequence,ARS921,chrIX,362924,363221
ORF,Verified,DnaJ Protein,YIR004W,chrIX,363221,364519
CDS,,,,chrIX,363221,364519
ORF,Verified,Increased Sodium Tolerance,YIR005W,chrIX,364889,365335
CDS,,,,chrIX,364889,365335
ORF,Verified,Poly(A)-binding protein-dependent poly(A) riboNuclease,YIR006C,chrIX,365466,369908
CDS,,,,chrIX,365466,369908
tRNA gene,,,YNCI0011W,chrIX,370417,370488
noncoding_exon,,,,chrIX,370417,370488
ORF,Verified,Cryptococcus neoformans EGCrP2 Homolog,YIR007W,chrIX,370704,372998
CDS,,,,chrIX,370704,372998
ORF,Verified,DNA PRImase,YIR008C,chrIX,373077,374306
CDS,,,,chrIX,373077,374306
ORF,Verified,MUD Synthetic Lethal,YIR009W,chrIX,374525,374860
CDS,,,,chrIX,374525,374860
ORF,Verified,Dosage Suppressor of NNF1,YIR010W,chrIX,375431,377161
CDS,,,,chrIX,375431,377161
ORF,Verified,Sec Twenty-three Suppressor 1,YIR011C,chrIX,377287,378246
CDS,,,,chrIX,377287,378246
ORF,Verified,Suppressor of QSR1 Truncations,YIR012W,chrIX,378486,379781
CDS,,,,chrIX,378486,379781
ORF,Verified,,YIR013C,chrIX,380019,380384
CDS,,,,chrIX,380019,380384
ORF,Verified,Vacuole Localized Dsc protein,YIR014W,chrIX,381086,381814
CDS,,,,chrIX,381086,381814
ORF,Verified,RNase P Ribonucleoprotein,YIR015W,chrIX,381948,382382
CDS,,,,chrIX,381948,382382
ORF,Uncharacterized,,YIR016W,chrIX,382628,383425
